Record Date,Security Type Description,Security Class Description,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2018-01-31","Nonmarketable","Government Account Series","34070.00","5666586.00","5700656.00","12","2018","2","2018","1","01","31"
"2018-01-31","Marketable","Treasury Inflation-Protected Securities","1322714.00","345.00","1323059.00","4","2018","2","2018","1","01","31"
"2018-01-31","Marketable","Bonds","2001727.00","3202.00","2004930.00","3","2018","2","2018","1","01","31"
"2018-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","2","2018","1","01","31"
"2018-01-31","Total Marketable","_","14490571.00","23974.00","14514545.00","7","2018","2","2018","1","01","31"
"2018-01-31","Marketable","Federal Financing Bank","0.00","11457.00","11457.00","6","2018","2","2018","1","01","31"
"2018-01-31","Nonmarketable","Other","1797.00","0.00","1797.00","13","2018","2","2018","1","01","31"
"2018-01-31","Nonmarketable","United States Savings Securities","159902.00","0.00","159902.00","11","2018","2","2018","1","01","31"
"2018-01-31","Nonmarketable","State and Local Government Series","86570.00","0.00","86570.00","10","2018","2","2018","1","01","31"
"2018-01-31","Total Public Debt Outstanding","_","14803170.00","5690560.00","20493730.00","15","2018","2","2018","1","01","31"
"2018-01-31","Marketable","Bills","1963109.00","3830.00","1966939.00","1","2018","2","2018","1","01","31"
"2018-01-31","Total Nonmarketable","_","312599.00","5666586.00","5979185.00","14","2018","2","2018","1","01","31"
"2018-01-31","Marketable","Notes","8884060.00","5115.00","8889175.00","2","2018","2","2018","1","01","31"
"2018-01-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","2","2018","1","01","31"
"2018-01-31","Marketable","Floating Rate Notes","318959.00","25.00","318984.00","5","2018","2","2018","1","01","31"
"2018-02-28","Total Nonmarketable","_","496081.00","5681649.00","6177730.00","14","2018","2","2018","1","02","28"
"2018-02-28","Marketable","Notes","8894907.00","4649.00","8899557.00","2","2018","2","2018","1","02","28"
"2018-02-28","Marketable","Floating Rate Notes","333968.00","17.00","333985.00","5","2018","2","2018","1","02","28"
"2018-02-28","Nonmarketable","State and Local Government Series","83390.00","0.00","83390.00","10","2018","2","2018","1","02","28"
"2018-02-28","Marketable","Bonds","2020733.00","3219.00","2023952.00","3","2018","2","2018","1","02","28"
"2018-02-28","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","2","2018","1","02","28"
"2018-02-28","Marketable","Federal Financing Bank","0.00","11457.00","11457.00","6","2018","2","2018","1","02","28"
"2018-02-28","Nonmarketable","Other","1787.00","0.00","1787.00","13","2018","2","2018","1","02","28"
"2018-02-28","Nonmarketable","United States Savings Securities","159475.00","0.00","159475.00","11","2018","2","2018","1","02","28"
"2018-02-28","Marketable","Treasury Inflation-Protected Securities","1330682.00","343.00","1331025.00","4","2018","2","2018","1","02","28"
"2018-02-28","Total Public Debt Outstanding","_","15150589.00","5705082.00","20855672.00","15","2018","2","2018","1","02","28"
"2018-02-28","Marketable","Bills","2074218.00","3748.00","2077966.00","1","2018","2","2018","1","02","28"
"2018-02-28","Nonmarketable","Government Account Series","221169.00","5681649.00","5902818.00","12","2018","2","2018","1","02","28"
"2018-02-28","Total Marketable","_","14654508.00","23434.00","14677942.00","7","2018","2","2018","1","02","28"
"2018-02-28","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","2","2018","1","02","28"
"2018-03-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","2","2018","1","03","31"
"2018-03-31","Nonmarketable","United States Savings Securities","159040.00","0.00","159040.00","11","2018","2","2018","1","03","31"
"2018-03-31","Marketable","Floating Rate Notes","333968.00","17.00","333985.00","5","2018","2","2018","1","03","31"
"2018-03-31","Marketable","Federal Financing Bank","0.00","11457.00","11457.00","6","2018","2","2018","1","03","31"
"2018-03-31","Marketable","Bonds","2033787.00","3164.00","2036952.00","3","2018","2","2018","1","03","31"
"2018-03-31","Nonmarketable","Other","1692.00","0.00","1692.00","13","2018","2","2018","1","03","31"
"2018-03-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","2","2018","1","03","31"
"2018-03-31","Marketable","Treasury Inflation-Protected Securities","1348479.00","339.00","1348817.00","4","2018","2","2018","1","03","31"
"2018-03-31","Marketable","Notes","8920300.00","4255.00","8924555.00","2","2018","2","2018","1","03","31"
"2018-03-31","Nonmarketable","State and Local Government Series","84595.00","0.00","84595.00","10","2018","2","2018","1","03","31"
"2018-03-31","Total Nonmarketable","_","507058.00","5637849.00","6144907.00","14","2018","2","2018","1","03","31"
"2018-03-31","Nonmarketable","Government Account Series","231471.00","5637849.00","5869320.00","12","2018","2","2018","1","03","31"
"2018-03-31","Marketable","Bills","2284417.00","4552.00","2288969.00","1","2018","2","2018","1","03","31"
"2018-03-31","Total Marketable","_","14920952.00","23784.00","14944736.00","7","2018","2","2018","1","03","31"
"2018-03-31","Total Public Debt Outstanding","_","15428010.00","5661633.00","21089643.00","15","2018","2","2018","1","03","31"
"2018-04-30","Nonmarketable","Other","1645.00","0.00","1645.00","13","2018","3","2018","2","04","30"
"2018-04-30","Nonmarketable","Government Account Series","238954.00","5706624.00","5945577.00","12","2018","3","2018","2","04","30"
"2018-04-30","Total Public Debt Outstanding","_","15335128.00","5733072.00","21068200.00","15","2018","3","2018","2","04","30"
"2018-04-30","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","3","2018","2","04","30"
"2018-04-30","Marketable","Bonds","2042166.00","7808.00","2049974.00","3","2018","3","2018","2","04","30"
"2018-04-30","Total Marketable","_","14823445.00","26448.00","14849893.00","7","2018","3","2018","2","04","30"
"2018-04-30","Marketable","Notes","8970018.00","4201.00","8974219.00","2","2018","3","2018","2","04","30"
"2018-04-30","Marketable","Treasury Inflation-Protected Securities","1319120.00","324.00","1319445.00","4","2018","3","2018","2","04","30"
"2018-04-30","Total Nonmarketable","_","511683.00","5706624.00","6218307.00","14","2018","3","2018","2","04","30"
"2018-04-30","Nonmarketable","United States Savings Securities","158606.00","0.00","158606.00","11","2018","3","2018","2","04","30"
"2018-04-30","Marketable","Bills","2166346.00","2641.00","2168987.00","1","2018","3","2018","2","04","30"
"2018-04-30","Marketable","Federal Financing Bank","0.00","11457.00","11457.00","6","2018","3","2018","2","04","30"
"2018-04-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","3","2018","2","04","30"
"2018-04-30","Nonmarketable","State and Local Government Series","82219.00","0.00","82219.00","10","2018","3","2018","2","04","30"
"2018-04-30","Marketable","Floating Rate Notes","325794.00","17.00","325811.00","5","2018","3","2018","2","04","30"
"2018-05-31","Marketable","Bills","2183405.00","577.00","2183982.00","1","2018","3","2018","2","05","31"
"2018-05-31","Marketable","Federal Financing Bank","0.00","11457.00","11457.00","6","2018","3","2018","2","05","31"
"2018-05-31","Marketable","Bonds","2052473.00","11882.00","2064355.00","3","2018","3","2018","2","05","31"
"2018-05-31","Total Nonmarketable","_","516004.00","5689816.00","6205821.00","14","2018","3","2018","2","05","31"
"2018-05-31","Nonmarketable","State and Local Government Series","83595.00","0.00","83595.00","10","2018","3","2018","2","05","31"
"2018-05-31","Total Marketable","_","14910909.00","28485.00","14939395.00","7","2018","3","2018","2","05","31"
"2018-05-31","Nonmarketable","United States Savings Securities","158233.00","0.00","158233.00","11","2018","3","2018","2","05","31"
"2018-05-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","3","2018","2","05","31"
"2018-05-31","Total Public Debt Outstanding","_","15426913.00","5718302.00","21145215.00","15","2018","3","2018","2","05","31"
"2018-05-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","3","2018","2","05","31"
"2018-05-31","Nonmarketable","Government Account Series","242282.00","5689816.00","5932098.00","12","2018","3","2018","2","05","31"
"2018-05-31","Marketable","Floating Rate Notes","341794.00","17.00","341811.00","5","2018","3","2018","2","05","31"
"2018-05-31","Marketable","Treasury Inflation-Protected Securities","1335332.00","260.00","1335592.00","4","2018","3","2018","2","05","31"
"2018-05-31","Nonmarketable","Other","1635.00","0.00","1635.00","13","2018","3","2018","2","05","31"
"2018-05-31","Marketable","Notes","8997905.00","4293.00","9002197.00","2","2018","3","2018","2","05","31"
"2018-06-30","Marketable","Notes","9028003.00","4194.00","9032196.00","2","2018","3","2018","2","06","30"
"2018-06-30","Marketable","Floating Rate Notes","357794.00","17.00","357811.00","5","2018","3","2018","2","06","30"
"2018-06-30","Nonmarketable","Government Account Series","242251.00","5701525.00","5943775.00","12","2018","3","2018","2","06","30"
"2018-06-30","Marketable","Bonds","2066743.00","11611.00","2078355.00","3","2018","3","2018","2","06","30"
"2018-06-30","Total Nonmarketable","_","511139.00","5701525.00","6212664.00","14","2018","3","2018","2","06","30"
"2018-06-30","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","3","2018","2","06","30"
"2018-06-30","Marketable","Treasury Inflation-Protected Securities","1345473.00","250.00","1345724.00","4","2018","3","2018","2","06","30"
"2018-06-30","Nonmarketable","State and Local Government Series","79115.00","0.00","79115.00","10","2018","3","2018","2","06","30"
"2018-06-30","Nonmarketable","Other","1648.00","0.00","1648.00","13","2018","3","2018","2","06","30"
"2018-06-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","3","2018","2","06","30"
"2018-06-30","Total Public Debt Outstanding","_","15466564.00","5728505.00","21195070.00","15","2018","3","2018","2","06","30"
"2018-06-30","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2018","3","2018","2","06","30"
"2018-06-30","Total Marketable","_","14955425.00","26980.00","14982406.00","7","2018","3","2018","2","06","30"
"2018-06-30","Marketable","Bills","2157412.00","569.00","2157981.00","1","2018","3","2018","2","06","30"
"2018-06-30","Nonmarketable","United States Savings Securities","157866.00","0.00","157866.00","11","2018","3","2018","2","06","30"
"2018-07-31","Nonmarketable","Other","1654.00","0.00","1654.00","13","2018","4","2018","3","07","31"
"2018-07-31","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2018","4","2018","3","07","31"
"2018-07-31","Nonmarketable","State and Local Government Series","76082.00","0.00","76082.00","10","2018","4","2018","3","07","31"
"2018-07-31","Total Marketable","_","15057714.00","27589.00","15085302.00","7","2018","4","2018","3","07","31"
"2018-07-31","Total Public Debt Outstanding","_","15569493.00","5743568.00","21313061.00","15","2018","4","2018","3","07","31"
"2018-07-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","4","2018","3","07","31"
"2018-07-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","4","2018","3","07","31"
"2018-07-31","Nonmarketable","United States Savings Securities","157527.00","0.00","157527.00","11","2018","4","2018","3","07","31"
"2018-07-31","Nonmarketable","Government Account Series","246257.00","5715979.00","5962236.00","12","2018","4","2018","3","07","31"
"2018-07-31","Total Nonmarketable","_","511780.00","5715979.00","6227759.00","14","2018","4","2018","3","07","31"
"2018-07-31","Marketable","Bonds","2080147.00","12261.00","2092408.00","3","2018","4","2018","3","07","31"
"2018-07-31","Marketable","Floating Rate Notes","333932.00","17.00","333949.00","5","2018","4","2018","3","07","31"
"2018-07-31","Marketable","Bills","2205355.00","541.00","2205896.00","1","2018","4","2018","3","07","31"
"2018-07-31","Marketable","Notes","9090754.00","4186.00","9094941.00","2","2018","4","2018","3","07","31"
"2018-07-31","Marketable","Treasury Inflation-Protected Securities","1347525.00","244.00","1347769.00","4","2018","4","2018","3","07","31"
"2018-08-31","Nonmarketable","State and Local Government Series","72124.00","0.00","72124.00","10","2018","4","2018","3","08","31"
"2018-08-31","Marketable","Notes","9116174.00","4207.00","9120380.00","2","2018","4","2018","3","08","31"
"2018-08-31","Marketable","Treasury Inflation-Protected Securities","1364984.00","246.00","1365230.00","4","2018","4","2018","3","08","31"
"2018-08-31","Nonmarketable","Government Account Series","250565.00","5645307.00","5895873.00","12","2018","4","2018","3","08","31"
"2018-08-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","4","2018","3","08","31"
"2018-08-31","Marketable","Bonds","2099970.00","12852.00","2112823.00","3","2018","4","2018","3","08","31"
"2018-08-31","Total Nonmarketable","_","511705.00","5645307.00","6157012.00","14","2018","4","2018","3","08","31"
"2018-08-31","Total Marketable","_","15273684.00","28153.00","15301838.00","7","2018","4","2018","3","08","31"
"2018-08-31","Marketable","Bills","2340414.00","509.00","2340923.00","1","2018","4","2018","3","08","31"
"2018-08-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","4","2018","3","08","31"
"2018-08-31","Marketable","Floating Rate Notes","352142.00","0.00","352142.00","5","2018","4","2018","3","08","31"
"2018-08-31","Total Public Debt Outstanding","_","15785389.00","5673461.00","21458850.00","15","2018","4","2018","3","08","31"
"2018-08-31","Nonmarketable","Other","1669.00","0.00","1669.00","13","2018","4","2018","3","08","31"
"2018-08-31","Nonmarketable","United States Savings Securities","157088.00","0.00","157088.00","11","2018","4","2018","3","08","31"
"2018-08-31","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2018","4","2018","3","08","31"
"2018-09-30","Total Nonmarketable","_","511077.00","5726936.00","6238013.00","14","2018","4","2018","3","09","30"
"2018-09-30","Nonmarketable","Government Account Series","250680.00","5726936.00","5977617.00","12","2018","4","2018","3","09","30"
"2018-09-30","Total Public Debt Outstanding","_","15761155.00","5754904.00","21516058.00","15","2018","4","2018","3","09","30"
"2018-09-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2018","4","2018","3","09","30"
"2018-09-30","Total Marketable","_","15250078.00","27967.00","15278045.00","7","2018","4","2018","3","09","30"
"2018-09-30","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2018","4","2018","3","09","30"
"2018-09-30","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2018","4","2018","3","09","30"
"2018-09-30","Marketable","Floating Rate Notes","369142.00","0.00","369142.00","5","2018","4","2018","3","09","30"
"2018-09-30","Marketable","Treasury Inflation-Protected Securities","1376180.00","246.00","1376426.00","4","2018","4","2018","3","09","30"
"2018-09-30","Nonmarketable","United States Savings Securities","156809.00","0.00","156809.00","11","2018","4","2018","3","09","30"
"2018-09-30","Marketable","Bills","2239473.00","463.00","2239936.00","1","2018","4","2018","3","09","30"
"2018-09-30","Nonmarketable","State and Local Government Series","71753.00","0.00","71753.00","10","2018","4","2018","3","09","30"
"2018-09-30","Marketable","Notes","9150301.00","4079.00","9154380.00","2","2018","4","2018","3","09","30"
"2018-09-30","Marketable","Bonds","2114982.00","12840.00","2127823.00","3","2018","4","2018","3","09","30"
"2018-09-30","Nonmarketable","Other","1575.00","0.00","1575.00","13","2018","4","2018","3","09","30"
"2018-10-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","1","2018","4","10","31"
"2018-10-31","Total Nonmarketable","_","514427.00","5830046.00","6344474.00","14","2019","1","2018","4","10","31"
"2018-10-31","Marketable","Floating Rate Notes","346235.00","0.00","346235.00","5","2019","1","2018","4","10","31"
"2018-10-31","Total Public Debt Outstanding","_","15843329.00","5859040.00","21702370.00","15","2019","1","2018","4","10","31"
"2018-10-31","Marketable","Notes","9213591.00","4620.00","9218210.00","2","2019","1","2018","4","10","31"
"2018-10-31","Total Marketable","_","15328902.00","28994.00","15357896.00","7","2019","1","2018","4","10","31"
"2018-10-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","1","2018","4","10","31"
"2018-10-31","Marketable","Bonds","2129633.00","13189.00","2142822.00","3","2019","1","2018","4","10","31"
"2018-10-31","Nonmarketable","State and Local Government Series","72050.00","0.00","72050.00","10","2019","1","2018","4","10","31"
"2018-10-31","Nonmarketable","Government Account Series","254063.00","5830046.00","6084109.00","12","2019","1","2018","4","10","31"
"2018-10-31","Marketable","Treasury Inflation-Protected Securities","1382053.00","235.00","1382288.00","4","2019","1","2018","4","10","31"
"2018-10-31","Nonmarketable","United States Savings Securities","156484.00","0.00","156484.00","11","2019","1","2018","4","10","31"
"2018-10-31","Nonmarketable","Other","1571.00","0.00","1571.00","13","2019","1","2018","4","10","31"
"2018-10-31","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","1","2018","4","10","31"
"2018-10-31","Marketable","Bills","2257391.00","611.00","2258001.00","1","2019","1","2018","4","10","31"
"2018-11-30","Nonmarketable","United States Savings Securities","156225.00","0.00","156225.00","11","2019","1","2018","4","11","30"
"2018-11-30","Nonmarketable","Other","1630.00","0.00","1630.00","13","2019","1","2018","4","11","30"
"2018-11-30","Marketable","Bills","2388456.00","644.00","2389100.00","1","2019","1","2018","4","11","30"
"2018-11-30","Total Marketable","_","15531248.00","28861.00","15560109.00","7","2019","1","2018","4","11","30"
"2018-11-30","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","1","2018","4","11","30"
"2018-11-30","Marketable","Floating Rate Notes","365811.00","5.00","365816.00","5","2019","1","2018","4","11","30"
"2018-11-30","Marketable","Notes","9236034.00","4400.00","9240434.00","2","2019","1","2018","4","11","30"
"2018-11-30","Total Public Debt Outstanding","_","16044318.00","5805776.00","21850094.00","15","2019","1","2018","4","11","30"
"2018-11-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","1","2018","4","11","30"
"2018-11-30","Marketable","Bonds","2145313.00","13209.00","2158521.00","3","2019","1","2018","4","11","30"
"2018-11-30","Marketable","Treasury Inflation-Protected Securities","1395634.00","265.00","1395899.00","4","2019","1","2018","4","11","30"
"2018-11-30","Total Nonmarketable","_","513070.00","5776915.00","6289985.00","14","2019","1","2018","4","11","30"
"2018-11-30","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","1","2018","4","11","30"
"2018-11-30","Nonmarketable","State and Local Government Series","68985.00","0.00","68985.00","10","2019","1","2018","4","11","30"
"2018-11-30","Nonmarketable","Government Account Series","255971.00","5776915.00","6032885.00","12","2019","1","2018","4","11","30"
"2018-12-31","Total Nonmarketable","_","511995.00","5843793.00","6355789.00","14","2019","1","2018","4","12","31"
"2018-12-31","Marketable","Bills","2339374.00","618.00","2339993.00","1","2019","1","2018","4","12","31"
"2018-12-31","Total Public Debt Outstanding","_","16101667.00","5872429.00","21974096.00","15","2019","1","2018","4","12","31"
"2018-12-31","Total Marketable","_","15589671.00","28636.00","15618307.00","7","2019","1","2018","4","12","31"
"2018-12-31","Nonmarketable","Government Account Series","258083.00","5843793.00","6101877.00","12","2019","1","2018","4","12","31"
"2018-12-31","Marketable","Floating Rate Notes","383815.00","0.00","383815.00","5","2019","1","2018","4","12","31"
"2018-12-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","1","2018","4","12","31"
"2018-12-31","Marketable","Notes","9292753.00","4294.00","9297047.00","2","2019","1","2018","4","12","31"
"2018-12-31","Nonmarketable","United States Savings Securities","155795.00","0.00","155795.00","11","2019","1","2018","4","12","31"
"2018-12-31","Nonmarketable","Other","1660.00","0.00","1660.00","13","2019","1","2018","4","12","31"
"2018-12-31","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","1","2018","4","12","31"
"2018-12-31","Marketable","Treasury Inflation-Protected Securities","1412256.00","335.00","1412591.00","4","2019","1","2018","4","12","31"
"2018-12-31","Nonmarketable","State and Local Government Series","66197.00","0.00","66197.00","10","2019","1","2018","4","12","31"
"2018-12-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","1","2018","4","12","31"
"2018-12-31","Marketable","Bonds","2161472.00","13049.00","2174521.00","3","2019","1","2018","4","12","31"
"2019-01-31","Nonmarketable","Other","1634.00","0.00","1634.00","13","2019","2","2019","1","01","31"
"2019-01-31","Total Nonmarketable","_","509769.00","5852807.00","6362576.00","14","2019","2","2019","1","01","31"
"2019-01-31","Total Marketable","_","15591458.00","28389.00","15619847.00","7","2019","2","2019","1","01","31"
"2019-01-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","2","2019","1","01","31"
"2019-01-31","Marketable","Treasury Inflation-Protected Securities","1403461.00","327.00","1403787.00","4","2019","2","2019","1","01","31"
"2019-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","2","2019","1","01","31"
"2019-01-31","Marketable","Floating Rate Notes","360290.00","0.00","360290.00","5","2019","2","2019","1","01","31"
"2019-01-31","Marketable","Bills","2298360.00","705.00","2299065.00","1","2019","2","2019","1","01","31"
"2019-01-31","Nonmarketable","Government Account Series","261183.00","5852807.00","6113990.00","12","2019","2","2019","1","01","31"
"2019-01-31","Marketable","Bonds","2177715.00","12801.00","2190516.00","3","2019","2","2019","1","01","31"
"2019-01-31","Nonmarketable","State and Local Government Series","61438.00","0.00","61438.00","10","2019","2","2019","1","01","31"
"2019-01-31","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","2","2019","1","01","31"
"2019-01-31","Marketable","Notes","9351632.00","4217.00","9355850.00","2","2019","2","2019","1","01","31"
"2019-01-31","Nonmarketable","United States Savings Securities","155254.00","0.00","155254.00","11","2019","2","2019","1","01","31"
"2019-01-31","Total Public Debt Outstanding","_","16101227.00","5881196.00","21982423.00","15","2019","2","2019","1","01","31"
"2019-02-28","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","2","2019","1","02","28"
"2019-02-28","Marketable","Treasury Inflation-Protected Securities","1407439.00","300.00","1407739.00","4","2019","2","2019","1","02","28"
"2019-02-28","Marketable","Bonds","2187909.00","13091.00","2201000.00","3","2019","2","2019","1","02","28"
"2019-02-28","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","2","2019","1","02","28"
"2019-02-28","Total Marketable","_","15740600.00","29076.00","15769677.00","7","2019","2","2019","1","02","28"
"2019-02-28","Marketable","Notes","9371585.00","4686.00","9376271.00","2","2019","2","2019","1","02","28"
"2019-02-28","Nonmarketable","Other","1623.00","0.00","1623.00","13","2019","2","2019","1","02","28"
"2019-02-28","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","2","2019","1","02","28"
"2019-02-28","Marketable","Bills","2395382.00","660.00","2396042.00","1","2019","2","2019","1","02","28"
"2019-02-28","Total Public Debt Outstanding","_","16250898.00","5864628.00","22115526.00","15","2019","2","2019","1","02","28"
"2019-02-28","Nonmarketable","State and Local Government Series","61179.00","0.00","61179.00","10","2019","2","2019","1","02","28"
"2019-02-28","Nonmarketable","United States Savings Securities","154933.00","0.00","154933.00","11","2019","2","2019","1","02","28"
"2019-02-28","Marketable","Floating Rate Notes","378285.00","0.00","378285.00","5","2019","2","2019","1","02","28"
"2019-02-28","Total Nonmarketable","_","510298.00","5835552.00","6345850.00","14","2019","2","2019","1","02","28"
"2019-02-28","Nonmarketable","Government Account Series","262304.00","5835552.00","6097856.00","12","2019","2","2019","1","02","28"
"2019-03-31","Nonmarketable","Other","1635.00","0.00","1635.00","13","2019","2","2019","1","03","31"
"2019-03-31","Total Marketable","_","15910365.00","28533.00","15938898.00","7","2019","2","2019","1","03","31"
"2019-03-31","Marketable","Notes","9410162.00","4107.00","9414270.00","2","2019","2","2019","1","03","31"
"2019-03-31","Nonmarketable","Government Account Series","45624.00","5794955.00","5840580.00","12","2019","2","2019","1","03","31"
"2019-03-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","2","2019","1","03","31"
"2019-03-31","Marketable","Treasury Inflation-Protected Securities","1420671.00","298.00","1420969.00","4","2019","2","2019","1","03","31"
"2019-03-31","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","2","2019","1","03","31"
"2019-03-31","Total Nonmarketable","_","294027.00","5794955.00","6088982.00","14","2019","2","2019","1","03","31"
"2019-03-31","Marketable","Floating Rate Notes","396275.00","10.00","396285.00","5","2019","2","2019","1","03","31"
"2019-03-31","Total Public Debt Outstanding","_","16204392.00","5823488.00","22027880.00","15","2019","2","2019","1","03","31"
"2019-03-31","Marketable","Bills","2479407.00","628.00","2480035.00","1","2019","2","2019","1","03","31"
"2019-03-31","Marketable","Bonds","2203850.00","13150.00","2217000.00","3","2019","2","2019","1","03","31"
"2019-03-31","Nonmarketable","United States Savings Securities","154533.00","0.00","154533.00","11","2019","2","2019","1","03","31"
"2019-03-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","2","2019","1","03","31"
"2019-03-31","Nonmarketable","State and Local Government Series","61975.00","0.00","61975.00","10","2019","2","2019","1","03","31"
"2019-04-30","Nonmarketable","Government Account Series","94942.00","5807624.00","5902566.00","12","2019","3","2019","2","04","30"
"2019-04-30","Marketable","Treasury Inflation-Protected Securities","1389990.00","285.00","1390275.00","4","2019","3","2019","2","04","30"
"2019-04-30","Total Public Debt Outstanding","_","16192789.00","5834879.00","22027668.00","15","2019","3","2019","2","04","30"
"2019-04-30","Nonmarketable","State and Local Government Series","58030.00","0.00","58030.00","10","2019","3","2019","2","04","30"
"2019-04-30","Nonmarketable","United States Savings Securities","154146.00","0.00","154146.00","11","2019","3","2019","2","04","30"
"2019-04-30","Nonmarketable","Other","1755.00","0.00","1755.00","13","2019","3","2019","2","04","30"
"2019-04-30","Marketable","Bonds","2222584.00","10418.00","2233002.00","3","2019","3","2019","2","04","30"
"2019-04-30","Marketable","Bills","2383330.00","663.00","2383993.00","1","2019","3","2019","2","04","30"
"2019-04-30","Total Nonmarketable","_","339133.00","5807624.00","6146757.00","14","2019","3","2019","2","04","30"
"2019-04-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","3","2019","2","04","30"
"2019-04-30","Marketable","Floating Rate Notes","371903.00","10.00","371913.00","5","2019","3","2019","2","04","30"
"2019-04-30","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","3","2019","2","04","30"
"2019-04-30","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","3","2019","2","04","30"
"2019-04-30","Marketable","Notes","9485849.00","5540.00","9491389.00","2","2019","3","2019","2","04","30"
"2019-04-30","Total Marketable","_","15853656.00","27255.00","15880912.00","7","2019","3","2019","2","04","30"
"2019-05-31","Marketable","Notes","9511363.00","5029.00","9516392.00","2","2019","3","2019","2","05","31"
"2019-05-31","Nonmarketable","Government Account Series","49279.00","5797281.00","5846560.00","12","2019","3","2019","2","05","31"
"2019-05-31","Nonmarketable","Foreign Series","264.00","0.00","264.00","9","2019","3","2019","2","05","31"
"2019-05-31","Marketable","Treasury Inflation-Protected Securities","1409990.00","306.00","1410296.00","4","2019","3","2019","2","05","31"
"2019-05-31","Marketable","Floating Rate Notes","391797.00","7.00","391803.00","5","2019","3","2019","2","05","31"
"2019-05-31","Nonmarketable","State and Local Government Series","52845.00","0.00","52845.00","10","2019","3","2019","2","05","31"
"2019-05-31","Marketable","Bonds","2247949.00","10525.00","2258474.00","3","2019","3","2019","2","05","31"
"2019-05-31","Total Public Debt Outstanding","_","16202283.00","5824141.00","22026424.00","15","2019","3","2019","2","05","31"
"2019-05-31","Marketable","Federal Financing Bank","0.00","10339.00","10339.00","6","2019","3","2019","2","05","31"
"2019-05-31","Total Nonmarketable","_","287892.00","5797281.00","6085173.00","14","2019","3","2019","2","05","31"
"2019-05-31","Nonmarketable","Other","1756.00","0.00","1756.00","13","2019","3","2019","2","05","31"
"2019-05-31","Marketable","Bills","2353292.00","654.00","2353946.00","1","2019","3","2019","2","05","31"
"2019-05-31","Total Marketable","_","15914391.00","26860.00","15941251.00","7","2019","3","2019","2","05","31"
"2019-05-31","Nonmarketable","United States Savings Securities","153752.00","0.00","153752.00","11","2019","3","2019","2","05","31"
"2019-05-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2019","3","2019","2","05","31"
"2019-06-30","Nonmarketable","Government Account Series","48751.00","5810295.00","5859045.00","12","2019","3","2019","2","06","30"
