Year,Country,Central government personal income tax rates and thresholds,Value,Flags
"2001","Belgium","Marginal rate 5",50,
"2002","Belgium","Marginal rate 5",50,
"2003","Belgium","Marginal rate 5",50,
"2004","Belgium","Marginal rate 5",50,
"2005","Belgium","Marginal rate 5",50,
"2006","Belgium","Marginal rate 5",50,
"2007","Belgium","Marginal rate 5",50,
"2008","Belgium","Marginal rate 5",50,
"2009","Belgium","Marginal rate 5",50,
"2010","Belgium","Marginal rate 5",50,
"2011","Belgium","Marginal rate 5",50,
"2012","Belgium","Marginal rate 5",50,
"2013","Belgium","Marginal rate 5",50,
"2000","Finland","Marginal rate 5",25,
"2001","Finland","Marginal rate 5",30,
"2002","Finland","Marginal rate 5",29,
"2003","Finland","Marginal rate 5",28,
"2004","Finland","Marginal rate 5",27,
"2005","Finland","Marginal rate 5",26.5,
"2006","Finland","Marginal rate 5",25,
"2007","Finland","Marginal rate 5",32,
"2008","Finland","Marginal rate 5",31.5,
"2009","Finland","Marginal rate 5",30.5,
"2010","Finland","Marginal rate 5",30,
"2011","Finland","Marginal rate 5",30,
"2012","Finland","Marginal rate 5",29.75,
"2013","Finland","Marginal rate 5",29.75,
"2000","France","Marginal rate 5",41.75,
"2001","France","Marginal rate 5",41,
"2002","France","Marginal rate 5",38.54,
"2003","France","Marginal rate 5",37.38,
"2004","France","Marginal rate 5",37.38,
"2005","France","Marginal rate 5",37.38,
"2006","France","Marginal rate 5",40,
"2007","France","Marginal rate 5",40,
"2008","France","Marginal rate 5",40,
"2009","France","Marginal rate 5",40,
"2010","France","Marginal rate 5",40,
"2011","France","Marginal rate 5",41,
"2012","France","Marginal rate 5",41,
"2013","France","Marginal rate 5",41,
"2000","Greece","Marginal rate 5",40,
"2001","Greece","Marginal rate 5",40,
"2010","Greece","Marginal rate 5",32,
"2011","Greece","Marginal rate 5",35,
"2012","Greece","Marginal rate 5",35,
"2013","Greece","Marginal rate 5",35,
"2000","Italy","Marginal rate 5",45.5,
"2001","Italy","Marginal rate 5",45,
"2002","Italy","Marginal rate 5",45,
"2003","Italy","Marginal rate 5",45,
"2004","Italy","Marginal rate 5",45,
"2007","Italy","Marginal rate 5",43,
"2008","Italy","Marginal rate 5",43,
"2009","Italy","Marginal rate 5",43,
"2010","Italy","Marginal rate 5",43,
"2011","Italy","Marginal rate 5",43,
"2012","Italy","Marginal rate 5",43,
"2013","Italy","Marginal rate 5",43,
"2007","Japan","Marginal rate 5",33,
"2008","Japan","Marginal rate 5",33,
"2009","Japan","Marginal rate 5",33,
"2010","Japan","Marginal rate 5",33,
"2011","Japan","Marginal rate 5",33,
"2012","Japan","Marginal rate 5",33,
"2013","Japan","Marginal rate 5",33,
"2012","Korea","Marginal rate 5",38,
"2013","Korea","Marginal rate 5",38,
"2000","Luxembourg","Marginal rate 5",20,
"2001","Luxembourg","Marginal rate 5",20,
"2002","Luxembourg","Marginal rate 5",14,
"2003","Luxembourg","Marginal rate 5",14,
"2004","Luxembourg","Marginal rate 5",14,
"2005","Luxembourg","Marginal rate 5",14,
"2006","Luxembourg","Marginal rate 5",14,
"2007","Luxembourg","Marginal rate 5",14,
"2008","Luxembourg","Marginal rate 5",14,
"2009","Luxembourg","Marginal rate 5",14,
"2010","Luxembourg","Marginal rate 5",14,
"2011","Luxembourg","Marginal rate 5",14,
"2012","Luxembourg","Marginal rate 5",14,
"2013","Luxembourg","Marginal rate 5",14,
"2000","Mexico","Marginal rate 5",32,
"2001","Mexico","Marginal rate 5",32,
"2002","Mexico","Marginal rate 5",32,
"2003","Mexico","Marginal rate 5",32,
"2004","Mexico","Marginal rate 5",32,
"2005","Mexico","Marginal rate 5",30,
"2006","Mexico","Marginal rate 5",29,
"2007","Mexico","Marginal rate 5",28,
"2008","Mexico","Marginal rate 5",17.92,
"2009","Mexico","Marginal rate 5",17.92,
"2010","Mexico","Marginal rate 5",17.92,
"2011","Mexico","Marginal rate 5",17.92,
"2012","Mexico","Marginal rate 5",17.92,
"2013","Mexico","Marginal rate 5",17.92,
"2008","New Zealand","Marginal rate 5",33,
"2000","Portugal","Marginal rate 5",40,
"2001","Portugal","Marginal rate 5",38,
"2002","Portugal","Marginal rate 5",38,
"2003","Portugal","Marginal rate 5",38,
"2004","Portugal","Marginal rate 5",38,
"2005","Portugal","Marginal rate 5",36.5,
"2006","Portugal","Marginal rate 5",36.5,
"2007","Portugal","Marginal rate 5",36.5,
"2008","Portugal","Marginal rate 5",36.5,
"2009","Portugal","Marginal rate 5",36.5,
"2010","Portugal","Marginal rate 5",37.38,
"2011","Portugal","Marginal rate 5",38,
"2012","Portugal","Marginal rate 5",38,
"2013","Portugal","Marginal rate 5",48,
"2000","Slovak Republic","Marginal rate 5",35,
"2001","Slovak Republic","Marginal rate 5",35,
"2002","Slovak Republic","Marginal rate 5",38,
"2003","Slovak Republic","Marginal rate 5",38,
"2000","Spain","Marginal rate 5",38.07,
"2001","Spain","Marginal rate 5",38.07,
"2002","Spain","Marginal rate 5",38.07,
"2003","Spain","Marginal rate 5",29.16,
"2004","Spain","Marginal rate 5",29.16,
"2005","Spain","Marginal rate 5",29.16,
"2006","Spain","Marginal rate 5",29.16,
"2011","Spain","Marginal rate 5",22.5,
"2012","Spain","Marginal rate 5",27.5,
"2013","Spain","Marginal rate 5",27.5,
"2000","Switzerland","Marginal rate 5",2.97,
"2001","Switzerland","Marginal rate 5",2.97,
"2002","Switzerland","Marginal rate 5",2.97,
"2003","Switzerland","Marginal rate 5",2.97,
"2004","Switzerland","Marginal rate 5",2.97,
"2005","Switzerland","Marginal rate 5",2.97,
"2006","Switzerland","Marginal rate 5",2.97,
"2007","Switzerland","Marginal rate 5",2.97,
"2008","Switzerland","Marginal rate 5",2.97,
"2009","Switzerland","Marginal rate 5",2.97,
"2010","Switzerland","Marginal rate 5",2.97,
"2011","Switzerland","Marginal rate 5",2.97,
"2012","Switzerland","Marginal rate 5",2.97,
"2013","Switzerland","Marginal rate 5",2.97,
"2000","Turkey","Marginal rate 5",35,
"2001","Turkey","Marginal rate 5",35,
"2002","Turkey","Marginal rate 5",35,
"2003","Turkey","Marginal rate 5",35,
"2004","Turkey","Marginal rate 5",35,
"2005","Turkey","Marginal rate 5",35,
"2000","United States","Marginal rate 5",39.6,
"2001","United States","Marginal rate 5",35.5,
"2002","United States","Marginal rate 5",35,
"2003","United States","Marginal rate 5",33,
"2004","United States","Marginal rate 5",33,
"2005","United States","Marginal rate 5",33,
"2006","United States","Marginal rate 5",33,
"2007","United States","Marginal rate 5",33,
"2008","United States","Marginal rate 5",33,
"2009","United States","Marginal rate 5",33,
"2010","United States","Marginal rate 5",33,
"2011","United States","Marginal rate 5",33,
"2012","United States","Marginal rate 5",33,
"2013","United States","Marginal rate 5",33,
"2000","Chile","Marginal rate 5",35,
"2001","Chile","Marginal rate 5",35,
"2002","Chile","Marginal rate 5",33,
"2003","Chile","Marginal rate 5",32,
"2004","Chile","Marginal rate 5",32,
"2005","Chile","Marginal rate 5",32,
"2006","Chile","Marginal rate 5",32,
"2007","Chile","Marginal rate 5",32,
"2008","Chile","Marginal rate 5",32,
"2009","Chile","Marginal rate 5",32,
"2010","Chile","Marginal rate 5",32,
"2011","Chile","Marginal rate 5",32,
"2012","Chile","Marginal rate 5",32,
"2013","Chile","Marginal rate 5",32,
"2000","Israel","Marginal rate 5",50,
"2001","Israel","Marginal rate 5",50,
"2002","Israel","Marginal rate 5",50,
"2003","Israel","Marginal rate 5",45,
"2004","Israel","Marginal rate 5",45,
"2005","Israel","Marginal rate 5",39,
"2006","Israel","Marginal rate 5",37,
"2007","Israel","Marginal rate 5",36,
"2008","Israel","Marginal rate 5",35,
"2009","Israel","Marginal rate 5",34,
"2010","Israel","Marginal rate 5",33,
"2011","Israel","Marginal rate 5",33,
"2012","Israel","Marginal rate 5",33,
"2013","Israel","Marginal rate 5",33,
"2000","Slovenia","Marginal rate 5",45,
"2001","Slovenia","Marginal rate 5",45,
"2002","Slovenia","Marginal rate 5",45,
"2003","Slovenia","Marginal rate 5",45,
"2004","Slovenia","Marginal rate 5",45,
"2005","Slovenia","Marginal rate 5",50,
"2006","Slovenia","Marginal rate 5",50,
"2000","Austria","Threshold 5",10901,
"2001","Austria","Threshold 5",10901,
"2000","Belgium","Threshold 5",41745.27,
"2001","Belgium","Threshold 5",42810,
"2002","Belgium","Threshold 5",43870,
"2000","Finland","Threshold 5",29937.5,
"2001","Finland","Threshold 5",54661.1,
"2002","Finland","Threshold 5",54700,
"2003","Finland","Threshold 5",55200,
"2004","Finland","Threshold 5",55800,
"2005","Finland","Threshold 5",56900,
"2006","Finland","Threshold 5",58200,
"2013","Finland","Threshold 5",100000,
"2000","France","Threshold 5",36987,
"2001","France","Threshold 5",37579,
"2002","France","Threshold 5",38218,
"2003","France","Threshold 5",38868,
"2004","France","Threshold 5",39529,
"2005","France","Threshold 5",40241,
"2012","France","Threshold 5",150000,
"2013","France","Threshold 5",150000,
"2000","Greece","Threshold 5",47644.9,
"2001","Greece","Threshold 5",50028,
"2010","Greece","Threshold 5",32000,
"2011","Greece","Threshold 5",40000,
"2012","Greece","Threshold 5",40000,
"2013","Greece","Threshold 5",40000,
"2007","Japan","Threshold 5",18000000,
"2008","Japan","Threshold 5",18000000,
"2009","Japan","Threshold 5",18000000,
"2010","Japan","Threshold 5",18000000,
"2011","Japan","Threshold 5",18000000,
"2012","Japan","Threshold 5",18000000,
"2013","Japan","Threshold 5",18000000,
"2000","Luxembourg","Threshold 5",13906.827,
"2001","Luxembourg","Threshold 5",16509.709,
"2002","Luxembourg","Threshold 5",16350,
"2003","Luxembourg","Threshold 5",16350,
"2004","Luxembourg","Threshold 5",16350,
"2005","Luxembourg","Threshold 5",16350,
"2006","Luxembourg","Threshold 5",16350,
"2007","Luxembourg","Threshold 5",16350,
"2008","Luxembourg","Threshold 5",17331,
"2009","Luxembourg","Threshold 5",18897,
"2010","Luxembourg","Threshold 5",18897,
"2011","Luxembourg","Threshold 5",18897,
"2012","Luxembourg","Threshold 5",18897,
"2013","Luxembourg","Threshold 5",18897,
"2000","Mexico","Threshold 5",100353.18,
"2001","Mexico","Threshold 5",106982.83,
"2002","Mexico","Threshold 5",108197,
"2003","Mexico","Threshold 5",109411,
"2004","Mexico","Threshold 5",109411,
"2008","Mexico","Threshold 5",123580.2,
"2009","Mexico","Threshold 5",123580.2,
"2010","Mexico","Threshold 5",123580.21,
"2011","Mexico","Threshold 5",123580.21,
"2012","Mexico","Threshold 5",123580.21,
"2013","Mexico","Threshold 5",123580.21,
"2008","New Zealand","Threshold 5",60000,
"2001","Portugal","Threshold 5",49879.79,
"2002","Portugal","Threshold 5",51251.48,
"2003","Portugal","Threshold 5",52276.51,
"2004","Portugal","Threshold 5",53322,
"2005","Portugal","Threshold 5",54388,
"2006","Portugal","Threshold 5",55639,
"2007","Portugal","Threshold 5",56807,
"2008","Portugal","Threshold 5",58000,
"2009","Portugal","Threshold 5",59450,
"2010","Portugal","Threshold 5",59926,
"2011","Portugal","Threshold 5",61244,
"2012","Portugal","Threshold 5",61244,
"2000","Slovak Republic","Threshold 5",18721.37,
"2001","Slovak Republic","Threshold 5",18721.37,
"2000","Spain","Threshold 5",67433.558,
"2001","Spain","Threshold 5",67434,
"2002","Spain","Threshold 5",67433.56,
"2011","Spain","Threshold 5",175000,
"2012","Spain","Threshold 5",175000,
"2013","Spain","Threshold 5",175000,
"2000","Switzerland","Threshold 5",63800,
"2001","Switzerland","Threshold 5",63800,
"2002","Switzerland","Threshold 5",63800,
"2003","Switzerland","Threshold 5",63800,
"2004","Switzerland","Threshold 5",63800,
"2005","Switzerland","Threshold 5",63800,
"2006","Switzerland","Threshold 5",68300,
"2007","Switzerland","Threshold 5",68300,
"2008","Switzerland","Threshold 5",68300,
"2009","Switzerland","Threshold 5",68300,
"2010","Switzerland","Threshold 5",68300,
"2011","Switzerland","Threshold 5",72200,
"2012","Switzerland","Threshold 5",72500,
"2013","Switzerland","Threshold 5",72500,
"2000","Turkey","Threshold 5",62500000000,
"2001","Turkey","Threshold 5",70000000000,
"2002","Turkey","Threshold 5",95000000000,
"2003","Turkey","Threshold 5",120000000000,
"2004","Turkey","Threshold 5",140000000000,
"2001","United States","Threshold 5",297370,
"2002","United States","Threshold 5",307050,
"2003","United States","Threshold 5",311950,
"2004","United States","Threshold 5",319100,
"2005","United States","Threshold 5",326450,
"2006","United States","Threshold 5",336550,
"2007","United States","Threshold 5",349700,
"2008","United States","Threshold 5",357700,
"2009","United States","Threshold 5",372950,
"2010","United States","Threshold 5",373650,
"2011","United States","Threshold 5",379150,
"2012","United States","Threshold 5",388350,
"2013","United States","Threshold 5",398350,
"2000","Chile","Threshold 5",39744000,
"2001","Chile","Threshold 5",41074560,
"2002","Chile","Threshold 5",42320160,
"2003","Chile","Threshold 5",42824160,
"2004","Chile","Threshold 5",43643520,
"2005","Chile","Threshold 5",45462240,
"2006","Chile","Threshold 5",46376640,
"2007","Chile","Threshold 5",49279680,
"2008","Chile","Threshold 5",54218880,
"2009","Chile","Threshold 5",53082720,
"2010","Chile","Threshold 5",54151200,
"2011","Chile","Threshold 5",56190240,
"2012","Chile","Threshold 5",57896640,
"2013","Chile","Threshold 5",57896640,
"2002","Israel","Threshold 5",360000,
"2003","Israel","Threshold 5",241200,
"2004","Israel","Threshold 5",409680,
"2005","Israel","Threshold 5",413400,
"2006","Israel","Threshold 5",424440,
"2007","Israel","Threshold 5",423240,
"2008","Israel","Threshold 5",435120,
"2009","Israel","Threshold 5",454680,
"2010","Israel","Threshold 5",472080,
"2011","Israel","Threshold 5",482760,
"2012","Israel","Threshold 5",501960,
"2013","Israel","Threshold 5",501960,
"2000","Slovenia","Threshold 5",28622.81,
"2001","Slovenia","Threshold 5",32028.93,
"2002","Slovenia","Threshold 5",35135.73,
"2003","Slovenia","Threshold 5",37770.91,
"2004","Slovenia","Threshold 5",39923.86,
"2000","Austria","Marginal rate 6",32,
"2001","Austria","Marginal rate 6",32,
"2000","Belgium","Marginal rate 6",52.5,
"2001","Belgium","Marginal rate 6",52.5,
"2002","Belgium","Marginal rate 6",52,
"2000","Finland","Marginal rate 6",31,
"2001","Finland","Marginal rate 6",37,
"2002","Finland","Marginal rate 6",36,
"2003","Finland","Marginal rate 6",35,
"2004","Finland","Marginal rate 6",34,
"2005","Finland","Marginal rate 6",33.5,
"2006","Finland","Marginal rate 6",32.5,
"2013","Finland","Marginal rate 6",31.75,
"2000","France","Marginal rate 6",47.75,
"2001","France","Marginal rate 6",46.75,
"2002","France","Marginal rate 6",43.94,
"2003","France","Marginal rate 6",42.62,
"2004","France","Marginal rate 6",42.62,
"2005","France","Marginal rate 6",42.62,
"2012","France","Marginal rate 6",45,
"2013","France","Marginal rate 6",45,
"2000","Greece","Marginal rate 6",45,
"2001","Greece","Marginal rate 6",42.5,
"2010","Greece","Marginal rate 6",36,
"2011","Greece","Marginal rate 6",38,
"2012","Greece","Marginal rate 6",38,
"2013","Greece","Marginal rate 6",38,
"2007","Japan","Marginal rate 6",40,
"2008","Japan","Marginal rate 6",40,
"2009","Japan","Marginal rate 6",40,
"2010","Japan","Marginal rate 6",40,
"2011","Japan","Marginal rate 6",40,
"2012","Japan","Marginal rate 6",40,
"2013","Japan","Marginal rate 6",40,
"2000","Luxembourg","Marginal rate 6",22,
"2001","Luxembourg","Marginal rate 6",22,
"2002","Luxembourg","Marginal rate 6",16,
"2003","Luxembourg","Marginal rate 6",16,
"2004","Luxembourg","Marginal rate 6",16,
"2005","Luxembourg","Marginal rate 6",16,
"2006","Luxembourg","Marginal rate 6",16,
"2007","Luxembourg","Marginal rate 6",16,
"2008","Luxembourg","Marginal rate 6",16,
"2009","Luxembourg","Marginal rate 6",16,
"2010","Luxembourg","Marginal rate 6",16,
"2011","Luxembourg","Marginal rate 6",16,
"2012","Luxembourg","Marginal rate 6",16,
"2013","Luxembourg","Marginal rate 6",16,
"2000","Mexico","Marginal rate 6",33,
"2001","Mexico","Marginal rate 6",33,
"2002","Mexico","Marginal rate 6",33,
"2003","Mexico","Marginal rate 6",33,
"2004","Mexico","Marginal rate 6",33,
"2008","Mexico","Marginal rate 6",19.94,
"2009","Mexico","Marginal rate 6",19.94,
"2010","Mexico","Marginal rate 6",21.36,
"2011","Mexico","Marginal rate 6",21.36,
"2012","Mexico","Marginal rate 6",21.36,
"2013","Mexico","Marginal rate 6",21.36,
"2008","New Zealand","Marginal rate 6",36,
"2001","Portugal","Marginal rate 6",40,
"2002","Portugal","Marginal rate 6",40,
"2003","Portugal","Marginal rate 6",40,
"2004","Portugal","Marginal rate 6",40,
"2005","Portugal","Marginal rate 6",40,
"2006","Portugal","Marginal rate 6",40,
"2007","Portugal","Marginal rate 6",40,
"2008","Portugal","Marginal rate 6",40,
"2009","Portugal","Marginal rate 6",40,
"2010","Portugal","Marginal rate 6",40.88,
"2011","Portugal","Marginal rate 6",41.5,
"2012","Portugal","Marginal rate 6",41.5,
"2000","Slovak Republic","Marginal rate 6",40,
"2001","Slovak Republic","Marginal rate 6",40,
"2000","Spain","Marginal rate 6",39.6,
"2001","Spain","Marginal rate 6",39.6,
"2002","Spain","Marginal rate 6",39.6,
"2011","Spain","Marginal rate 6",23.5,
"2012","Spain","Marginal rate 6",29.5,
"2013","Spain","Marginal rate 6",29.5,
"2000","Switzerland","Marginal rate 6",5.94,
"2001","Switzerland","Marginal rate 6",5.94,
"2002","Switzerland","Marginal rate 6",5.94,
"2003","Switzerland","Marginal rate 6",5.94,
"2004","Switzerland","Marginal rate 6",5.94,
"2005","Switzerland","Marginal rate 6",5.94,
"2006","Switzerland","Marginal rate 6",5.94,
"2007","Switzerland","Marginal rate 6",5.94,
"2008","Switzerland","Marginal rate 6",5.94,
"2009","Switzerland","Marginal rate 6",5.94,
"2010","Switzerland","Marginal rate 6",5.94,
"2011","Switzerland","Marginal rate 6",5.94,
"2012","Switzerland","Marginal rate 6",5.94,
"2013","Switzerland","Marginal rate 6",5.94,
"2000","Turkey","Marginal rate 6",40,
"2001","Turkey","Marginal rate 6",40,
"2002","Turkey","Marginal rate 6",40,
"2003","Turkey","Marginal rate 6",40,
"2004","Turkey","Marginal rate 6",40,
"2001","United States","Marginal rate 6",39.1,
"2002","United States","Marginal rate 6",38.6,
"2003","United States","Marginal rate 6",35,
"2004","United States","Marginal rate 6",35,
"2005","United States","Marginal rate 6",35,
"2006","United States","Marginal rate 6",35,
"2007","United States","Marginal rate 6",35,
"2008","United States","Marginal rate 6",35,
"2009","United States","Marginal rate 6",35,
"2010","United States","Marginal rate 6",35,
"2011","United States","Marginal rate 6",35,
"2012","United States","Marginal rate 6",35,
"2013","United States","Marginal rate 6",35,
"2000","Chile","Marginal rate 6",45,
"2001","Chile","Marginal rate 6",45,
"2002","Chile","Marginal rate 6",39,
"2003","Chile","Marginal rate 6",37,
"2004","Chile","Marginal rate 6",37,
"2005","Chile","Marginal rate 6",37,
"2006","Chile","Marginal rate 6",37,
"2007","Chile","Marginal rate 6",37,
"2008","Chile","Marginal rate 6",37,
"2009","Chile","Marginal rate 6",37,
"2010","Chile","Marginal rate 6",37,
"2011","Chile","Marginal rate 6",37,
"2012","Chile","Marginal rate 6",37,
"2013","Chile","Marginal rate 6",37,
"2002","Israel","Marginal rate 6",60.5,
"2003","Israel","Marginal rate 6",50,
"2004","Israel","Marginal rate 6",49,
"2005","Israel","Marginal rate 6",49,
"2006","Israel","Marginal rate 6",49,
"2007","Israel","Marginal rate 6",48,
"2008","Israel","Marginal rate 6",47,
"2009","Israel","Marginal rate 6",46,
"2010","Israel","Marginal rate 6",45,
"2011","Israel","Marginal rate 6",45,
"2012","Israel","Marginal rate 6",48,
"2013","Israel","Marginal rate 6",48,
"2000","Slovenia","Marginal rate 6",50,
"2001","Slovenia","Marginal rate 6",50,
"2002","Slovenia","Marginal rate 6",50,
"2003","Slovenia","Marginal rate 6",50,
"2004","Slovenia","Marginal rate 6",50,
"2000","Austria","Threshold 6",14535,
"2001","Austria","Threshold 6",14535,
"2000","Belgium","Threshold 6",61229.701,
"2001","Belgium","Threshold 6",62790,
"2000","Finland","Threshold 6",52979.2,
"2000","France","Threshold 6",45613,
"2001","France","Threshold 6",46343,
"2002","France","Threshold 6",47131,
"2003","France","Threshold 6",47932,
"2004","France","Threshold 6",48747,
"2005","France","Threshold 6",49624,
"2010","Greece","Threshold 6",40000,
"2011","Greece","Threshold 6",60000,
"2012","Greece","Threshold 6",60000,
"2013","Greece","Threshold 6",60000,
"2000","Luxembourg","Threshold 6",15617.292,
"2001","Luxembourg","Threshold 6",18220.174,
"2002","Luxembourg","Threshold 6",18000,
"2003","Luxembourg","Threshold 6",18000,
"2004","Luxembourg","Threshold 6",18000,
"2005","Luxembourg","Threshold 6",18000,
"2006","Luxembourg","Threshold 6",18000,
"2007","Luxembourg","Threshold 6",18000,
"2008","Luxembourg","Threshold 6",19080,
"2009","Luxembourg","Threshold 6",20805,
"2010","Luxembourg","Threshold 6",20805,
"2011","Luxembourg","Threshold 6",20805,
"2012","Luxembourg","Threshold 6",20805,
"2013","Luxembourg","Threshold 6",20805,
"2000","Mexico","Threshold 6",202398.18,
"2001","Mexico","Threshold 6",215769.07,
"2002","Mexico","Threshold 6",218218,
"2003","Mexico","Threshold 6",220667,
"2008","Mexico","Threshold 6",249243.48,
"2009","Mexico","Threshold 6",249243.48,
"2010","Mexico","Threshold 6",294243.49,
"2011","Mexico","Threshold 6",294243.49,
"2012","Mexico","Threshold 6",249243.49,
"2013","Mexico","Threshold 6",249243.49,
"2008","New Zealand","Threshold 6",70000,
"2006","Portugal","Threshold 6",60000,
"2007","Portugal","Threshold 6",61260,
"2008","Portugal","Threshold 6",62546,
"2009","Portugal","Threshold 6",64110,
"2010","Portugal","Threshold 6",64623,
"2011","Portugal","Threshold 6",66045,
"2012","Portugal","Threshold 6",66045,
"2000","Slovak Republic","Threshold 6",37442.74,
"2001","Slovak Republic","Threshold 6",37442.74,
"2012","Spain","Threshold 6",300000,
"2013","Spain","Threshold 6",300000,
"2000","Switzerland","Threshold 6",68800,
"2001","Switzerland","Threshold 6",68800,
"2002","Switzerland","Threshold 6",68800,
"2003","Switzerland","Threshold 6",68800,
"2004","Switzerland","Threshold 6",68800,
"2005","Switzerland","Threshold 6",68800,
"2006","Switzerland","Threshold 6",73600,
"2007","Switzerland","Threshold 6",73600,
"2008","Switzerland","Threshold 6",73600,
"2009","Switzerland","Threshold 6",73600,
"2010","Switzerland","Threshold 6",73600,
"2011","Switzerland","Threshold 6",77700,
"2012","Switzerland","Threshold 6",78100,
"2013","Switzerland","Threshold 6",78100,
"2013","United States","Threshold 6",400000,
"2002","Chile","Threshold 6",52900200,
"2003","Chile","Threshold 6",53530200,
"2004","Chile","Threshold 6",54554400,
"2005","Chile","Threshold 6",56827800,
"2006","Chile","Threshold 6",57970800,
"2007","Chile","Threshold 6",61599600,
"2008","Chile","Threshold 6",67773600,
"2009","Chile","Threshold 6",66353400,
"2010","Chile","Threshold 6",67689000,
"2011","Chile","Threshold 6",70237800,
"2012","Chile","Threshold 6",72370800,
"2013","Chile","Threshold 6",72370800,
"2002","Israel","Threshold 6",378000,
"2004","Slovenia","Threshold 6",166.599,
"2000","Austria","Marginal rate 7",35,
"2001","Austria","Marginal rate 7",35,
"2000","Belgium","Marginal rate 7",55,
"2001","Belgium","Marginal rate 7",55,
"2000","Finland","Marginal rate 7",37.5,
"2000","France","Marginal rate 7",53.25,
"2001","France","Marginal rate 7",52.75,
"2002","France","Marginal rate 7",49.58,
"2003","France","Marginal rate 7",48.09,
"2004","France","Marginal rate 7",48.09,
"2005","France","Marginal rate 7",48.09,
"2010","Greece","Marginal rate 7",38,
"2011","Greece","Marginal rate 7",40,
"2012","Greece","Marginal rate 7",40,
"2013","Greece","Marginal rate 7",40,
"2000","Luxembourg","Marginal rate 7",24,
"2001","Luxembourg","Marginal rate 7",24,
"2002","Luxembourg","Marginal rate 7",18,
"2003","Luxembourg","Marginal rate 7",18,
"2004","Luxembourg","Marginal rate 7",18,
"2005","Luxembourg","Marginal rate 7",18,
"2006","Luxembourg","Marginal rate 7",18,
"2007","Luxembourg","Marginal rate 7",18,
"2008","Luxembourg","Marginal rate 7",18,
"2009","Luxembourg","Marginal rate 7",18,
"2010","Luxembourg","Marginal rate 7",18,
"2011","Luxembourg","Marginal rate 7",18,
"2012","Luxembourg","Marginal rate 7",18,
"2013","Luxembourg","Marginal rate 7",18,
"2000","Mexico","Marginal rate 7",34,
"2001","Mexico","Marginal rate 7",34,
"2002","Mexico","Marginal rate 7",34,
"2003","Mexico","Marginal rate 7",34,
"2008","Mexico","Marginal rate 7",21.95,
"2009","Mexico","Marginal rate 7",21.95,
"2010","Mexico","Marginal rate 7",23.52,
"2011","Mexico","Marginal rate 7",23.52,
"2012","Mexico","Marginal rate 7",23.52,
"2013","Mexico","Marginal rate 7",23.52,
"2008","New Zealand","Marginal rate 7",39,
"2006","Portugal","Marginal rate 7",42,
"2007","Portugal","Marginal rate 7",42,
"2008","Portugal","Marginal rate 7",42,
"2009","Portugal","Marginal rate 7",42,
"2010","Portugal","Marginal rate 7",42.88,
"2011","Portugal","Marginal rate 7",43.5,
"2012","Portugal","Marginal rate 7",43.5,
"2000","Slovak Republic","Marginal rate 7",42,
"2001","Slovak Republic","Marginal rate 7",42,
"2012","Spain","Marginal rate 7",30.5,
"2013","Spain","Marginal rate 7",30.5,
"2000","Switzerland","Marginal rate 7",6.6,
"2001","Switzerland","Marginal rate 7",6.6,
"2002","Switzerland","Marginal rate 7",6.6,
"2003","Switzerland","Marginal rate 7",6.6,
"2004","Switzerland","Marginal rate 7",6.6,
"2005","Switzerland","Marginal rate 7",6.6,
"2006","Switzerland","Marginal rate 7",6.6,
"2007","Switzerland","Marginal rate 7",6.6,
"2008","Switzerland","Marginal rate 7",6.6,
"2009","Switzerland","Marginal rate 7",6.6,
"2010","Switzerland","Marginal rate 7",6.6,
"2011","Switzerland","Marginal rate 7",6.6,
"2012","Switzerland","Marginal rate 7",6.6,
"2013","Switzerland","Marginal rate 7",6.6,
"2013","United States","Marginal rate 7",39.6,
"2002","Chile","Marginal rate 7",43,
"2003","Chile","Marginal rate 7",40,
"2004","Chile","Marginal rate 7",40,
"2005","Chile","Marginal rate 7",40,
"2006","Chile","Marginal rate 7",40,
"2007","Chile","Marginal rate 7",40,
"2008","Chile","Marginal rate 7",40,
"2009","Chile","Marginal rate 7",40,
"2010","Chile","Marginal rate 7",40,
"2011","Chile","Marginal rate 7",40,
"2012","Chile","Marginal rate 7",40,
"2013","Chile","Marginal rate 7",40,
"2002","Israel","Marginal rate 7",50.5,
"2000","Austria","Threshold 7",18168,
"2001","Austria","Threshold 7",18168,
"2010","Greece","Threshold 7",60000,
"2011","Greece","Threshold 7",100000,
"2012","Greece","Threshold 7",100000,
"2013","Greece","Threshold 7",100000,
"2000","Luxembourg","Threshold 7",17327.757,
"2001","Luxembourg","Threshold 7",19930.639,
"2002","Luxembourg","Threshold 7",19650,
"2003","Luxembourg","Threshold 7",19650,
"2004","Luxembourg","Threshold 7",19650,
"2005","Luxembourg","Threshold 7",19650,
"2006","Luxembourg","Threshold 7",19650,
"2007","Luxembourg","Threshold 7",19650,
"2008","Luxembourg","Threshold 7",20829,
"2009","Luxembourg","Threshold 7",22713,
"2010","Luxembourg","Threshold 7",22713,
"2011","Luxembourg","Threshold 7",22713,
"2012","Luxembourg","Threshold 7",22713,
"2013","Luxembourg","Threshold 7",22713,
"2000","Mexico","Threshold 7",590050.14,
"2001","Mexico","Threshold 7",629030.11,
"2002","Mexico","Threshold 7",636169.69,
"2008","Mexico","Threshold 7",392841.96,
"2009","Mexico","Threshold 7",392841.96,
"2010","Mexico","Threshold 7",392841.97,
