"race_unique","office_type_fin","place","area","term","cntyname","date","office","recode_offname","total_votes","n_to_vote_for","n_candidates","n_incumb","n_incumb_per_office","n_candidates_per_office","n_open_seats","avg_winner","sd_winner","median_winner","lowest_winner","top_loser","loser_margin","loser_margin_pct","loser_difference_median_winner","avg_votes_per_office","entity_name","year","office_pretty"
"2016 192","Judge","San Diego","25","Full","SAN DIEGO",2016-06-07,"SUPERIOR JUDGE","SUPERIOR JUDGE",587288,1,2,1,1,2,0,362627,NA,362627,362627,224661,137966,0.234920515998965,0.380462568975835,587288,"San Diego",2016,"Judge"
"2016 193","Judge","San Diego","38","Full","SAN DIEGO",2016-06-07,"SUPERIOR JUDGE","SUPERIOR JUDGE",572447,1,2,1,1,2,0,368249,NA,368249,368249,204198,164051,0.286578495476437,0.445489329231037,572447,"San Diego",2016,"Judge"
"2016 194","Supervisor","San Diego","3","Full","SAN DIEGO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",229318,1,2,1,1,2,0,115295,NA,115295,115295,114023,1272,0.00554688249505054,0.0110325686283013,229318,"San Diego",2016,"Supervisor"
"2016 2","Supervisor","Alameda","4","Full","ALAMEDA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",69681,1,2,1,1,2,0,43507,NA,43507,43507,26174,17333,0.248747865271738,0.39839566046843,69681,"Alameda",2016,"Supervisor"
"2016 20","Supervisor","Butte",NA,"Full","BUTTE",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",20789,1,2,1,1,2,0,12093,NA,12093,12093,8696,3397,0.163403723122805,0.28090630943521,20789,"Butte",2016,"Supervisor"
"2016 201","Judge","San Francisco","7","Full","SAN FRANCISCO",2016-06-07,"SUPERIOR JUDGE","SUPERIOR JUDGE",203185,1,3,0,0,3,1,35288,NA,35288,35288,NA,NA,NA,NA,203185,"San Francisco",2016,"Judge"
"2016 202","Supervisor","San Francisco","1","Full","SAN FRANCISCO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",31610,1,10,0,0,10,1,12550,NA,12550,12550,11067,1483,0.0469155330591585,0.118167330677291,31610,"San Francisco",2016,"Supervisor"
"2016 203","Supervisor","San Francisco","11","Full","SAN FRANCISCO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",25260,1,5,0,0,5,1,9422,NA,9422,9422,8640,782,0.0309580364212193,0.0829972405009552,25260,"San Francisco",2016,"Supervisor"
"2016 204","Supervisor","San Francisco","3","Full","SAN FRANCISCO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",26488,1,2,1,1,2,0,19093,NA,19093,19093,7395,11698,0.441633947447901,0.612685277326769,26488,"San Francisco",2016,"Supervisor"
"2016 205","Supervisor","San Francisco","5","Full","SAN FRANCISCO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",40852,1,2,1,1,2,0,21318,NA,21318,21318,19534,1784,0.043669832566337,0.0836851487006286,40852,"San Francisco",2016,"Supervisor"
"2016 206","Supervisor","San Francisco","7","Full","SAN FRANCISCO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",35181,1,5,1,1,5,0,14154,NA,14154,14154,7630,6524,0.185441005087974,0.460929772502473,35181,"San Francisco",2016,"Supervisor"
"2016 207","Supervisor","San Francisco","9","Full","SAN FRANCISCO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",31925,1,4,0,0,4,1,18335,NA,18335,18335,9612,8723,0.273234142521535,0.475756749386419,31925,"San Francisco",2016,"Supervisor"
"2016 208","Judge","San Francisco","7","Full","SAN FRANCISCO",2016-11-08,"SUPERIOR JUDGE","SUPERIOR JUDGE",334626,1,2,0,0,2,1,217689,NA,217689,217689,116937,100752,0.30108837926521,0.462825406887808,334626,"San Francisco",2016,"Judge"
"2016 209","Supervisor","San Joaquin","1","Full","SAN JOAQUIN",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",15650,1,5,0,0,5,1,2600,NA,2600,2600,2230,370,0.0236421725239617,0.142307692307692,15650,"San Joaquin",2016,"Supervisor"
"2016 21","Supervisor","Calaveras","1","Full","CALAVERAS",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2777,1,3,0,0,3,1,605,NA,605,605,NA,NA,NA,NA,2777,"Calaveras",2016,"Supervisor"
"2016 210","Supervisor","San Joaquin","3","Full","SAN JOAQUIN",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",27200,1,3,0,0,3,1,8028,NA,8028,8028,NA,NA,NA,NA,27200,"San Joaquin",2016,"Supervisor"
"2016 211","Supervisor","San Joaquin","5","Full","SAN JOAQUIN",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",20231,1,1,1,1,1,0,20231,NA,20231,20231,NA,NA,NA,NA,20231,"San Joaquin",2016,"Supervisor"
"2016 212","Supervisor","San Joaquin","1","Full","SAN JOAQUIN",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",26590,1,2,1,1,2,0,15845,NA,15845,15845,10745,5100,0.191801429108687,0.321868097191543,26590,"San Joaquin",2016,"Supervisor"
"2016 213","Supervisor","San Joaquin","3","Full","SAN JOAQUIN",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",45807,1,2,1,1,2,0,25290,NA,25290,25290,20517,4773,0.104198048333224,0.188730723606168,45807,"San Joaquin",2016,"Supervisor"
"2016 215","Supervisor","San Luis Obispo","1","Full","SAN LUIS OBISPO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",15945,1,4,0,0,4,1,2585,NA,2585,2585,467,2118,0.132831608654751,0.819342359767892,15945,"San Luis Obispo",2016,"Supervisor"
"2016 216","Supervisor","San Luis Obispo","3","Full","SAN LUIS OBISPO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",18595,1,3,0,0,3,1,5008,NA,5008,5008,NA,NA,NA,NA,18595,"San Luis Obispo",2016,"Supervisor"
"2016 217","Supervisor","San Luis Obispo","5","Full","SAN LUIS OBISPO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",17168,1,2,1,1,2,0,9152,NA,9152,9152,8016,1136,0.0661696178937558,0.124125874125874,17168,"San Luis Obispo",2016,"Supervisor"
"2016 218","Supervisor","San Luis Obispo","1","Full","SAN LUIS OBISPO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",23316,1,2,0,0,2,1,12963,NA,12963,12963,10353,2610,0.111940298507463,0.201342281879195,23316,"San Luis Obispo",2016,"Supervisor"
"2016 219","Supervisor","San Luis Obispo","3","Full","SAN LUIS OBISPO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",12996,1,2,1,1,2,0,11547,NA,11547,11547,1449,10098,0.777008310249307,0.874512860483242,12996,"San Luis Obispo",2016,"Supervisor"
"2016 22","Supervisor","Calaveras","2","Full","CALAVERAS",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2262,1,1,0,0,1,1,2262,NA,2262,2262,NA,NA,NA,NA,2262,"Calaveras",2016,"Supervisor"
"2016 226","Supervisor","San Mateo","1","Full","SAN MATEO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",25250,1,1,1,1,1,0,25250,NA,25250,25250,NA,NA,NA,NA,25250,"San Mateo",2016,"Supervisor"
"2016 227","Supervisor","San Mateo","4","Full","SAN MATEO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",21811,1,1,1,1,1,0,21811,NA,21811,21811,NA,NA,NA,NA,21811,"San Mateo",2016,"Supervisor"
"2016 228","Supervisor","San Mateo","5","Full","SAN MATEO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",24901,1,4,0,0,4,1,4304,NA,4304,4304,3481,823,0.0330508814907032,0.191217472118959,24901,"San Mateo",2016,"Supervisor"
"2016 229","Supervisor","San Mateo","5","Full","SAN MATEO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",43484,1,2,0,0,2,1,27837,NA,27837,27837,15647,12190,0.280332996044522,0.437906383590186,43484,"San Mateo",2016,"Supervisor"
"2016 23","Supervisor","Calaveras","4","Full","CALAVERAS",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3176,1,3,0,0,3,1,1758,NA,1758,1758,867,891,0.280541561712846,0.506825938566553,3176,"Calaveras",2016,"Supervisor"
"2016 231","Judge","San Mateo","7","Full","SAN MATEO",2016-11-08,"SUPERIOR JUDGE","SUPERIOR JUDGE",207886,1,1,0,0,1,1,207886,NA,207886,207886,NA,NA,NA,NA,207886,"San Mateo",2016,"Judge"
"2016 232","Supervisor","Santa Barbara","1","Full","SANTA BARBARA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",26178,1,2,0,0,2,1,15531,NA,15531,15531,10647,4884,0.18656887462755,0.314467838516515,26178,"Santa Barbara",2016,"Supervisor"
"2016 233","Supervisor","Santa Barbara","3","Full","SANTA BARBARA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",22886,1,5,0,0,5,1,2769,NA,2769,2769,1228,1541,0.0673337411517959,0.55651859877212,22886,"Santa Barbara",2016,"Supervisor"
"2016 234","Supervisor","Santa Barbara","4","Full","SANTA BARBARA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",19662,1,2,1,1,2,0,13542,NA,13542,13542,6120,7422,0.377479401891974,0.548072662826761,19662,"Santa Barbara",2016,"Supervisor"
"2016 235","Supervisor","Santa Barbara","3","Full","SANTA BARBARA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",36237,1,2,0,0,2,1,19425,NA,19425,19425,16812,2613,0.0721086182631012,0.134517374517375,36237,"Santa Barbara",2016,"Supervisor"
"2016 239","Supervisor","Santa Clara","2","Full","SANTA CLARA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",40377,1,1,1,1,1,0,40377,NA,40377,40377,NA,NA,NA,NA,40377,"Santa Clara",2016,"Supervisor"
"2016 24","Supervisor","Calaveras","1","Full","CALAVERAS",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",4180,1,2,1,1,2,0,2247,NA,2247,2247,1933,314,0.0751196172248804,0.139741878059635,4180,"Calaveras",2016,"Supervisor"
"2016 240","Supervisor","Santa Clara","3","Full","SANTA CLARA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",57088,1,1,1,1,1,0,57088,NA,57088,57088,NA,NA,NA,NA,57088,"Santa Clara",2016,"Supervisor"
"2016 241","Supervisor","Santa Clara","5","Full","SANTA CLARA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",79847,1,2,1,1,2,0,71383,NA,71383,71383,8464,62919,0.787994539556903,0.881428351288122,79847,"Santa Clara",2016,"Supervisor"
"2016 243","Supervisor","Santa Cruz","1","Full","SANTA CRUZ",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",18412,1,2,1,1,2,0,14548,NA,14548,14548,3864,10684,0.580273734520965,0.734396480615892,18412,"Santa Cruz",2016,"Supervisor"
"2016 244","Supervisor","Santa Cruz","2","Full","SANTA CRUZ",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",17875,1,3,1,1,3,0,12930,NA,12930,12930,3262,9668,0.540867132867133,0.747718484145398,17875,"Santa Cruz",2016,"Supervisor"
"2016 245","Supervisor","Santa Cruz","5","Full","SANTA CRUZ",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",18739,1,3,1,1,3,0,13730,NA,13730,13730,3741,9989,0.533059394844976,0.727530954115077,18739,"Santa Cruz",2016,"Supervisor"
"2016 246","Attorney","Santa Cruz",NA,"Short","SANTA CRUZ",2016-06-07,"DISTRICT ATTORNEY-PUBLIC ADMINISTRATOR","OTHER COUNTY",58699,1,1,1,1,1,0,58699,NA,58699,58699,NA,NA,NA,NA,58699,"Santa Cruz",2016,"Attorney"
"2016 247","Supervisor","Shasta","2","Full","SHASTA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",8479,1,2,1,1,2,0,6205,NA,6205,6205,2274,3931,0.46361599245194,0.633521353746978,8479,"Shasta",2016,"Supervisor"
"2016 248","Supervisor","Shasta","3","Full","SHASTA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",9350,1,3,0,0,3,1,1584,NA,1584,1584,NA,NA,NA,NA,9350,"Shasta",2016,"Supervisor"
"2016 249","Supervisor","Shasta","4","Full","SHASTA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",8456,1,4,0,0,4,1,1876,NA,1876,1876,1119,757,0.0895222327341533,0.403518123667377,8456,"Shasta",2016,"Supervisor"
"2016 25","Supervisor","Calaveras","5","Short","CALAVERAS",2016-11-08,"COUNTY SUPERVISOR-R","COUNTY SUPERVISOR",3511,1,4,0,0,4,1,1186,NA,1186,1186,835,351,0.0999715180860154,0.295952782462057,3511,"Calaveras",2016,"Supervisor"
"2016 250","Supervisor","Shasta","3","Full","SHASTA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",14635,1,2,1,1,2,0,9246,NA,9246,9246,5389,3857,0.263546293132901,0.417153363616699,14635,"Shasta",2016,"Supervisor"
"2016 251","Supervisor","Shasta","4","Full","SHASTA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",14133,1,2,1,1,2,0,7585,NA,7585,7585,6548,1037,0.0733743720370763,0.136717205009888,14133,"Shasta",2016,"Supervisor"
"2016 253","Supervisor","Sierra","1","Full","SIERRA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",202,1,1,1,1,1,0,202,NA,202,202,NA,NA,NA,NA,202,"Sierra",2016,"Supervisor"
"2016 254","Supervisor","Sierra","3","Full","SIERRA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",333,1,2,1,1,2,0,261,NA,261,261,72,189,0.567567567567568,0.724137931034483,333,"Sierra",2016,"Supervisor"
"2016 255","Supervisor","Sierra","4","Full","SIERRA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",185,1,1,1,1,1,0,185,NA,185,185,NA,NA,NA,NA,185,"Sierra",2016,"Supervisor"
"2016 256","Supervisor","Siskiyou","1","Full","SISKIYOU",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2225,1,1,1,1,1,0,2225,NA,2225,2225,NA,NA,NA,NA,2225,"Siskiyou",2016,"Supervisor"
"2016 257","Supervisor","Siskiyou","2","Full","SISKIYOU",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3214,1,2,1,1,2,0,2573,NA,2573,2573,641,1932,0.601120099564406,0.750874465604353,3214,"Siskiyou",2016,"Supervisor"
"2016 258","Supervisor","Siskiyou","4","Full","SISKIYOU",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2842,1,2,0,0,2,1,1937,NA,1937,1937,905,1032,0.363124560168895,0.532782653588023,2842,"Siskiyou",2016,"Supervisor"
"2016 26","Supervisor","Colusa","2","Full","COLUSA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",955,1,3,0,0,3,1,152,NA,152,152,NA,NA,NA,NA,955,"Colusa",2016,"Supervisor"
"2016 261","Supervisor","Solano","1","Full","SOLANO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",13448,1,1,1,1,1,0,13448,NA,13448,13448,NA,NA,NA,NA,13448,"Solano",2016,"Supervisor"
"2016 262","Supervisor","Solano","2","Full","SOLANO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",20504,1,5,0,0,5,1,4357,NA,4357,4357,2628,1729,0.0843250097541943,0.396832683038788,20504,"Solano",2016,"Supervisor"
"2016 263","Supervisor","Solano","5","Full","SOLANO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",20568,1,2,1,1,2,0,11262,NA,11262,11262,9306,1956,0.0950991831971995,0.173681406499734,20568,"Solano",2016,"Supervisor"
"2016 264","Supervisor","Solano","2","Full","SOLANO",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",33870,1,2,0,0,2,1,18844,NA,18844,18844,15026,3818,0.112725125479776,0.202610910634685,33870,"Solano",2016,"Supervisor"
"2016 265","Supervisor","Sonoma","1","Full","SONOMA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",35576,1,3,1,1,3,0,18988,NA,18988,18988,12782,6206,0.174443445019114,0.326838002949231,35576,"Sonoma",2016,"Supervisor"
"2016 266","Supervisor","Sonoma","3","Full","SONOMA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",19087,1,1,1,1,1,0,19087,NA,19087,19087,NA,NA,NA,NA,19087,"Sonoma",2016,"Supervisor"
"2016 267","Supervisor","Sonoma","5","Full","SONOMA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",31969,1,5,0,0,5,1,3355,NA,3355,3355,3244,111,0.00347211361005975,0.0330849478390462,31969,"Sonoma",2016,"Supervisor"
"2016 268","Supervisor","Sonoma","5","Full","SONOMA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",42869,1,2,0,0,2,1,23259,NA,23259,23259,19610,3649,0.0851197835265576,0.156885506685584,42869,"Sonoma",2016,"Supervisor"
"2016 269","Supervisor","Stanislaus","1","Full","STANISLAUS",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",15332,1,1,0,0,1,1,15332,NA,15332,15332,NA,NA,NA,NA,15332,"Stanislaus",2016,"Supervisor"
"2016 27","Supervisor","Colusa","3","Full","COLUSA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",714,1,3,0,0,3,1,138,NA,138,138,NA,NA,NA,NA,714,"Colusa",2016,"Supervisor"
"2016 270","Supervisor","Stanislaus","2","Full","STANISLAUS",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",13717,1,1,1,1,1,0,13717,NA,13717,13717,NA,NA,NA,NA,13717,"Stanislaus",2016,"Supervisor"
"2016 271","Supervisor","Stanislaus","5","Full","STANISLAUS",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",13307,1,3,1,1,3,0,6759,NA,6759,6759,4215,2544,0.191177575712031,0.376387039502885,13307,"Stanislaus",2016,"Supervisor"
"2016 272","Supervisor","Sutter","1","Full","SUTTER",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3875,1,4,0,0,4,1,914,NA,914,914,477,437,0.112774193548387,0.478118161925602,3875,"Sutter",2016,"Supervisor"
"2016 273","Supervisor","Sutter","4","Full","SUTTER",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2972,1,1,1,1,1,0,2972,NA,2972,2972,NA,NA,NA,NA,2972,"Sutter",2016,"Supervisor"
"2016 274","Supervisor","Sutter","5","Full","SUTTER",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",4229,1,3,0,0,3,1,952,NA,952,952,NA,NA,NA,NA,4229,"Sutter",2016,"Supervisor"
"2016 275","Supervisor","Sutter","1","Full","SUTTER",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6201,1,2,1,1,2,0,3203,NA,3203,3203,2998,205,0.0330591840025802,0.0640024976584452,6201,"Sutter",2016,"Supervisor"
"2016 276","Supervisor","Sutter","5","Full","SUTTER",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6677,1,2,1,1,2,0,3918,NA,3918,3918,2759,1159,0.173580949528231,0.295814190913732,6677,"Sutter",2016,"Supervisor"
"2016 277","Supervisor","Tehama","1","Full","TEHAMA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3288,1,2,1,1,2,0,1890,NA,1890,1890,1398,492,0.14963503649635,0.26031746031746,3288,"Tehama",2016,"Supervisor"
"2016 278","Supervisor","Tehama","2","Full","TEHAMA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2726,1,2,1,1,2,0,1408,NA,1408,1408,1318,90,0.033015407190022,0.0639204545454545,2726,"Tehama",2016,"Supervisor"
"2016 279","Supervisor","Tehama","5","Full","TEHAMA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2027,1,1,1,1,1,0,2027,NA,2027,2027,NA,NA,NA,NA,2027,"Tehama",2016,"Supervisor"
"2016 28","Supervisor","Colusa","4","Full","COLUSA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",729,1,3,0,0,3,1,129,NA,129,129,NA,NA,NA,NA,729,"Colusa",2016,"Supervisor"
"2016 280","Supervisor","Trinity","2","Full","TRINITY",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",802,1,2,1,1,2,0,577,NA,577,577,225,352,0.438902743142145,0.610051993067591,802,"Trinity",2016,"Supervisor"
"2016 281","Supervisor","Trinity","3","Full","TRINITY",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",843,1,3,1,1,3,0,450,NA,450,450,346,104,0.123368920521945,0.231111111111111,843,"Trinity",2016,"Supervisor"
"2016 282","Supervisor","Trinity","5","Full","TRINITY",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",732,1,2,1,1,2,0,380,NA,380,380,352,28,0.0382513661202186,0.0736842105263158,732,"Trinity",2016,"Supervisor"
"2016 283","Judge","Trinity",NA,"Full","TRINITY",2016-06-07,"SUPERIOR JUDGE","SUPERIOR JUDGE",4249,1,2,1,1,2,0,2902,NA,2902,2902,1347,1555,0.365968463167804,0.535837353549276,4249,"Trinity",2016,"Judge"
"2016 284","Supervisor","Tulare","1","Full","TULARE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",12698,1,8,0,0,8,1,1606,NA,1606,1606,1580,26,0.00204756654591274,0.0161892901618929,12698,"Tulare",2016,"Supervisor"
"2016 285","Supervisor","Tulare","2","Full","TULARE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",8845,1,1,1,1,1,0,8845,NA,8845,8845,NA,NA,NA,NA,8845,"Tulare",2016,"Supervisor"
"2016 286","Supervisor","Tulare","3","Full","TULARE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",16703,1,2,1,1,2,0,9400,NA,9400,9400,7303,2097,0.125546309046279,0.223085106382979,16703,"Tulare",2016,"Supervisor"
"2016 287","Supervisor","Tulare","1","Full","TULARE",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",21475,1,2,0,0,2,1,10885,NA,10885,10885,10590,295,0.0137369033760186,0.0271015158474966,21475,"Tulare",2016,"Supervisor"
"2016 29","Supervisor","Colusa","2","Full","COLUSA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1417,3,2,1,0.333333333333333,0.666666666666667,2,NA,NA,NA,NA,NA,NA,NA,NA,472.333333333333,"Colusa",2016,"Supervisor"
"2016 290","Supervisor","Tuolumne","1","Full","TUOLUMNE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3156,1,3,1,1,3,0,1844,NA,1844,1844,746,1098,0.347908745247148,0.595444685466377,3156,"Tuolumne",2016,"Supervisor"
"2016 291","Supervisor","Tuolumne","4","Full","TUOLUMNE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3315,1,2,1,1,2,0,2105,NA,2105,2105,1210,895,0.269984917043741,0.425178147268409,3315,"Tuolumne",2016,"Supervisor"
"2016 292","Supervisor","Tuolumne","5","Full","TUOLUMNE",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3214,1,2,1,1,2,0,1755,NA,1755,1755,1459,296,0.0920970752955818,0.168660968660969,3214,"Tuolumne",2016,"Supervisor"
"2016 293","Supervisor","Ventura","1","Full","VENTURA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",45237,1,2,1,1,2,0,26633,NA,26633,26633,18604,8029,0.177487454959436,0.301468103480644,45237,"Ventura",2016,"Supervisor"
"2016 294","Supervisor","Ventura","3","Full","VENTURA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",37577,1,7,0,0,7,1,6832,NA,6832,6832,6152,680,0.01809617585225,0.0995316159250585,37577,"Ventura",2016,"Supervisor"
"2016 295","Supervisor","Ventura","5","Full","VENTURA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",22276,1,1,1,1,1,0,22276,NA,22276,22276,NA,NA,NA,NA,22276,"Ventura",2016,"Supervisor"
"2016 296","Supervisor","Ventura","3","Full","VENTURA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",59793,1,2,1,1,2,0,30834,NA,30834,30834,28959,1875,0.0313581857408058,0.0608094960108971,59793,"Ventura",2016,"Supervisor"
"2016 298","Supervisor","Yolo","1","Full","YOLO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6920,1,1,1,1,1,0,6920,NA,6920,6920,NA,NA,NA,NA,6920,"Yolo",2016,"Supervisor"
"2016 299","Supervisor","Yolo","4","Full","YOLO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",10706,1,1,1,1,1,0,10706,NA,10706,10706,NA,NA,NA,NA,10706,"Yolo",2016,"Supervisor"
"2016 3","Supervisor","Alameda","5","Full","ALAMEDA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",67556,1,1,1,1,1,0,67556,NA,67556,67556,NA,NA,NA,NA,67556,"Alameda",2016,"Supervisor"
"2016 30","Supervisor","Colusa","3","Full","COLUSA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1066,1,2,1,1,2,0,560,NA,560,560,506,54,0.050656660412758,0.0964285714285714,1066,"Colusa",2016,"Supervisor"
"2016 300","Supervisor","Yolo","5","Full","YOLO",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6381,1,1,1,1,1,0,6381,NA,6381,6381,NA,NA,NA,NA,6381,"Yolo",2016,"Supervisor"
"2016 301","Supervisor","Yuba","2","Full","YUBA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2416,1,2,1,1,2,0,1448,NA,1448,1448,968,480,0.198675496688742,0.331491712707182,2416,"Yuba",2016,"Supervisor"
"2016 302","Supervisor","Yuba","3","Full","YUBA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2257,1,2,1,1,2,0,1301,NA,1301,1301,956,345,0.152857775808595,0.265180630284397,2257,"Yuba",2016,"Supervisor"
"2016 303","Supervisor","Yuba","4","Full","YUBA",2016-06-07,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2843,1,4,0,0,4,1,408,NA,408,408,93,315,0.110798452339078,0.772058823529412,2843,"Yuba",2016,"Supervisor"
"2016 304","Supervisor","Yuba","4","Full","YUBA",2016-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",4855,1,2,1,1,2,0,2453,NA,2453,2453,2402,51,0.0105046343975283,0.0207908683245006,4855,"Yuba",2016,"Supervisor"
"2016 305","City Council","Hayward",NA,"Full","ALAMEDA",2016-06-07,"CITY COUNCIL","CITY COUNCIL",68709,4,10,3,0.75,2.5,1,11209,1175.6963893795,11317,9985,6572,3413,0.0496732596894148,0.301581691260935,17177.25,"Hayward",2016,"City Council"
"2016 307","City Council","Alameda",NA,"Full","ALAMEDA",2016-11-08,"CITY COUNCIL","CITY COUNCIL",56873,2,5,2,1,2.5,0,13165,977.221571599809,13165,12474,11408,1066,0.0187435162555167,0.0809722749715154,28436.5,"Alameda",2016,"City Council"
