"COU","Country","INCOMEAW","Income as a percentage of the average wage","AVGRATES","Average tax rates and wedges","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","100","100","SUBCENT_GOV","Sub-central government","2016","2016","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","100","100","SUBCENT_GOV","Sub-central government","2017","2017","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","100","100","SUBCENT_GOV","Sub-central government","2018","2018","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2000","2000","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2001","2001","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2002","2002","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2003","2003","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2004","2004","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2005","2005","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2006","2006","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2007","2007","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2008","2008","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2009","2009","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2010","2010","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2011","2011","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2012","2012","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2013","2013","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2014","2014","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2015","2015","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2016","2016","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2017","2017","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","133","133","SUBCENT_GOV","Sub-central government","2018","2018","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2000","2000","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2001","2001","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2002","2002","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2003","2003","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2004","2004","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2005","2005","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2006","2006","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2007","2007","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2008","2008","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2009","2009","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2010","2010","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2011","2011","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2012","2012","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2013","2013","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2014","2014","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2015","2015","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2016","2016","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2017","2017","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","167","167","SUBCENT_GOV","Sub-central government","2018","2018","PC","Percentage","0","Units",,,0,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,42.976335,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,43.011757,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,42.206254,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,40.966255,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,41.682977,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,42.585276,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,42.236405,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,41.228881,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,40.233742,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,38.8941,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,38.765651,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,38.936679,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,39.220704,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,39.512219,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,38.980915,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,39.313382,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,38.988749,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,37.767274,,
"LTU","Lithuania","67","67","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,37.109779,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,45.696584,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,45.720316,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,45.180629,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,44.34983,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,44.830033,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,45.434574,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,44.440055,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,43.016643,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,41.588709,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,40.683761,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,40.5977,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,40.712289,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,40.916591,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,41.111906,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,40.982305,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,41.205057,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,41.289383,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,41.074653,,
"LTU","Lithuania","100","100","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,40.634131,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,47.066934,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,47.084779,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,46.678999,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,46.054337,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,46.415393,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,46.869935,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,45.550165,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,43.917245,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,42.271287,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,41.585319,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,41.520612,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,41.606769,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,41.770911,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,41.917764,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,41.990524,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","133","133","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,47.912369,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,47.926581,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,47.603415,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,47.10593,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,47.393477,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,47.755477,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,46.235044,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,44.472869,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,42.692402,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,42.028986,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,42.028986,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,42.028986,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","167","167","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,42.073171,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2000","2000","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2001","2001","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2002","2002","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2003","2003","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2004","2004","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2005","2005","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2006","2006","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2007","2007","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2008","2008","PC","Percentage","0","Units",,,31.152732,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2009","2009","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2010","2010","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2011","2011","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2012","2012","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2013","2013","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2014","2014","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2015","2015","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2016","2016","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2017","2017","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","EMPLOYER_SSC","Employer SSC","2018","2018","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2000","2000","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2001","2001","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2002","2002","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2003","2003","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2004","2004","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2005","2005","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2006","2006","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2007","2007","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2008","2008","PC","Percentage","0","Units",,,31.152732,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2009","2009","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2010","2010","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2011","2011","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2012","2012","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2013","2013","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2014","2014","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2015","2015","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2016","2016","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2017","2017","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","100","100","EMPLOYER_SSC","Employer SSC","2018","2018","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2000","2000","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2001","2001","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2002","2002","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2003","2003","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2004","2004","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2005","2005","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2006","2006","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2007","2007","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2008","2008","PC","Percentage","0","Units",,,31.152732,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2009","2009","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2010","2010","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2011","2011","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2012","2012","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2013","2013","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2014","2014","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2015","2015","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2016","2016","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2017","2017","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","133","133","EMPLOYER_SSC","Employer SSC","2018","2018","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2000","2000","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2001","2001","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2002","2002","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2003","2003","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2004","2004","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2005","2005","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2006","2006","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2007","2007","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2008","2008","PC","Percentage","0","Units",,,31.152732,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2009","2009","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2010","2010","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2011","2011","PC","Percentage","0","Units",,,31.1,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2012","2012","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2013","2013","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2014","2014","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2015","2015","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2016","2016","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2017","2017","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","167","167","EMPLOYER_SSC","Employer SSC","2018","2018","PC","Percentage","0","Units",,,31.2,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2000","2000","PC","Percentage","0","Units",,,25.184952,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2001","2001","PC","Percentage","0","Units",,,25.231426,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2002","2002","PC","Percentage","0","Units",,,24.174606,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2003","2003","PC","Percentage","0","Units",,,22.547726,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2004","2004","PC","Percentage","0","Units",,,23.488066,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2005","2005","PC","Percentage","0","Units",,,24.671882,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2006","2006","PC","Percentage","0","Units",,,24.214163,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2007","2007","PC","Percentage","0","Units",,,22.892292,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2008","2008","PC","Percentage","0","Units",,,21.61492,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2009","2009","PC","Percentage","0","Units",,,19.890165,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2010","2010","PC","Percentage","0","Units",,,19.721768,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2011","2011","PC","Percentage","0","Units",,,19.945986,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2012","2012","PC","Percentage","0","Units",,,20.257564,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2013","2013","PC","Percentage","0","Units",,,20.640032,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2014","2014","PC","Percentage","0","Units",,,19.942961,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2015","2015","PC","Percentage","0","Units",,,20.379157,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2016","2016","PC","Percentage","0","Units",,,19.953239,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2017","2017","PC","Percentage","0","Units",,,18.350664,,
"LTU","Lithuania","67","67","ALL_IN","All-in","2018","2018","PC","Percentage","0","Units",,,17.48803,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2000","2000","PC","Percentage","0","Units",,,28.753918,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2001","2001","PC","Percentage","0","Units",,,28.785055,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2002","2002","PC","Percentage","0","Units",,,28.076986,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2003","2003","PC","Percentage","0","Units",,,26.986976,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2004","2004","PC","Percentage","0","Units",,,27.617004,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2005","2005","PC","Percentage","0","Units",,,28.410161,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2006","2006","PC","Percentage","0","Units",,,27.105352,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2007","2007","PC","Percentage","0","Units",,,25.237836,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2008","2008","PC","Percentage","0","Units",,,23.391997,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2009","2009","PC","Percentage","0","Units",,,22.23641,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2010","2010","PC","Percentage","0","Units",,,22.123585,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2011","2011","PC","Percentage","0","Units",,,22.273811,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2012","2012","PC","Percentage","0","Units",,,22.482568,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2013","2013","PC","Percentage","0","Units",,,22.738821,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2014","2014","PC","Percentage","0","Units",,,22.568784,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2015","2015","PC","Percentage","0","Units",,,22.861035,,
"LTU","Lithuania","100","100","ALL_IN","All-in","2016","2016","PC","Percentage","0","Units",,,22.97167,,
